Alaska,Arizona,Alabama,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
0,3.2226919859106067,2.765643627022752,2.624393618759822,3.1384102385177925,2.4836066247903874,3.626015745470894,2.020877930038991,2.141686812723151,2.833791893746552,3.7192658656516984,4.0805873412545175,2.5748852578633654,2.5679758301369335,3.5843451257489396,2.0694279991773463,3.700185904673143,3.681199757904725,4.868009881345292,3.0932370043000144,3.039523513270797,2.1848701718490275,3.5475251505821235,3.8113556549772842,1.6280181591755274,2.8090897958843124,2.865617798711767,4.213369071195181,4.814037726567294,3.7753769600855063,2.5317745060124515,3.7015089378692148,3.2968501773394228,4.350346857645981,3.5028679222943566,2.2308371468774957,3.1839704467225203,3.3439481808544143,3.4698798003015305,2.3608260805807206,4.251990771413217,2.2867922125061284,2.441926846997377,3.4876746234640637,4.861382028239643,3.60390259386801,3.5969309863213135,3.3960498194876525,3.4158289713613046,3.6596625033772723
3.2226919859106067,0,2.704927854302594,3.2172857356394124,2.695052808099638,3.209735077021963,4.7715015246907795,3.3229534701392898,2.456022348745657,1.9454137352158194,2.881809313611662,5.749115303763769,3.6750829435561725,3.1555911796238783,5.186200167076391,3.2664170048505774,4.637522256124014,3.517762097039305,6.172841111204608,2.9622445589525515,4.839488526581222,3.2027631173295057,4.690804401648316,3.8314918767903423,2.0809121222052043,4.759954949897343,3.9842599904139475,2.884700780533014,6.3611616898338585,4.819338956764421,2.4881543536317134,5.385058307332973,3.1767029465351655,5.9040790998019235,3.4227771137783756,2.5203349801960466,3.3516174525327536,4.7950617023321,4.419691691634592,2.7169496185419226,6.107277796313967,2.8349763141868736,2.1175702791072846,4.086677458532568,6.279192151952494,4.9817664313159815,2.1639177883358824,5.053673320723887,4.71853291082297,5.392963075104013
2.765643627022752,2.704927854302594,0,1.2279670442028534,3.254841051758198,2.8245213554522226,3.8420303810104173,2.0120486202107775,1.6552215119211269,1.0943521672642376,3.5617667344354857,4.493482100146015,2.3576045770473253,1.7507214583639743,3.9312479553822777,2.215139733756175,3.1276130490136853,2.4796844442693518,4.8203683015357655,2.812285429826361,3.8185188014627434,2.38140915230775,3.662497082281085,1.7802934072612684,1.462316383437745,3.8001228376310983,3.224578263574073,3.908094663907779,5.147145018897169,3.7786782881714576,2.1068192159681014,4.093711466509473,1.0086539574973028,4.864532618787602,1.9446870283114492,1.2933927029593872,3.204290724420135,3.4060546443540916,3.6034778112214028,2.0846847311839887,4.8319882499733176,1.9239093851555216,1.22469720153957,3.568390681500461,4.877243458477564,3.668330293649204,3.1131522913819305,3.6074531546164095,3.547569610558797,4.175858866637638
2.624393618759822,3.2172857356394124,1.2279670442028534,0,3.8636029901967595,2.9908112789632417,4.18197472164155,2.290935822712281,1.8473531784906332,2.0400433491436964,3.8140415551704216,4.333011121090016,3.0336888280916843,2.3082054223547184,3.728473811185148,2.1004319984204827,3.4059634055285746,2.860762711144895,4.803123319550411,3.6699510364697443,3.8261256874153293,2.7095476563767056,3.809972059149974,2.3196939898175932,1.9529075187611427,3.6524545787596474,3.3464602621036628,4.495389246364029,5.142119293214278,4.256769081039921,1.8200216270843086,4.469450898043249,1.2670266041221445,4.818207963915695,2.6143492711943503,0.9945023269464238,3.357544337756806,3.8625687763581524,3.786122144539569,1.8176120147945767,4.732094411096111,1.8270692138551987,1.8244144363453014,3.6522249634509323,4.7883108428720815,4.0148199146388475,3.347279260598807,3.498402172293124,3.781691907602093,4.043466860174711
3.1384102385177925,2.695052808099638,3.254841051758198,3.8636029901967595,0,2.7869544732788705,3.2319924907596933,2.8397863827880117,2.934353115662039,2.490233430131136,3.6438645538045265,4.762408464445889,2.3896491720792032,2.6583244203615823,4.3235180340637385,3.3949336961340935,3.5306664649268176,4.4266947278126185,5.287660312888571,2.077815123228006,3.1925296519771607,1.8463212651210317,3.874929033583251,3.6527743830676793,2.4866000541032762,4.306035603592097,3.52981680697077,2.020704457439478,5.189914530573249,2.938867169458623,3.518980624463892,3.5577301087933946,3.5376795888155876,4.771890960024988,3.034325501556856,3.016756133509379,3.6830557091739338,3.175804285201649,3.3189051764317137,3.859319329817531,4.860195352354424,3.4224065978321936,2.7747128659709808,4.205150798563208,5.330602979198014,3.8713259591174065,3.267384983437877,3.9698059595069632,3.626176381145131,4.829765763233927
2.4836066247903874,3.209735077021963,2.8245213554522226,2.9908112789632417,2.7869544732788705,0,2.014992737120007,2.6944867169052955,3.0037875756394294,2.519495707415706,2.0512980127508333,2.6385956897824867,2.6041215032356955,1.4653158615539998,2.1209732881418537,1.1835206572701191,2.1363843566032563,4.858456078268116,3.104067633914012,3.7510903281721046,2.2974148667824457,2.0858468395524894,1.6390086609670056,3.0512192504992424,2.2589251490891114,1.8625877891751712,0.9119388955661261,4.513836166363896,3.1998864817013644,2.5595610652871397,3.710045190802704,3.1628212821200186,2.932508170514911,2.759791694631074,2.1984384966715487,2.297325817294227,1.3111957452003389,2.625605657870884,1.3976710133417667,3.794992545602096,3.0548213523017798,3.639265854174301,2.388653274008401,1.5614648059148935,3.2126586068245833,2.2805849550962596,2.2444121133513195,2.258971039235402,1.762171162153599,2.3447730374384985
3.626015745470894,4.7715015246907795,3.8420303810104173,4.18197472164155,3.2319924907596933,2.014992737120007,0,3.2494710916751917,4.1259704126435075,3.6205205068915918,3.64866354318606,2.073168811222329,2.4517639331431713,2.1321559355598305,1.8966065346241252,2.690845888177896,1.4314576655716114,5.835673540883875,2.3195473301393683,4.131198111880051,1.5004952895137116,2.5084624317591815,1.3187051763729927,3.4505990337689116,3.532725136103774,2.3720506354548325,1.78212421935918,5.141729702642193,2.080441625274654,0.9336223299885003,5.078431155868339,1.6602972858649678,3.822734016928266,1.9655378810397863,2.5551670590295363,3.6750193832060143,2.8695908907361676,1.3890316278443566,1.0004728298302663,5.157832364269188,2.116149767763511,4.7510672446148385,3.62463078585099,2.6955038002355427,2.4250948961269017,1.2963487886839067,3.9502507483957463,1.8054140891639057,0.8322873417656174,2.3295764347668166
2.020877930038991,3.3229534701392898,2.0120486202107775,2.290935822712281,2.8397863827880117,2.6944867169052955,3.2494710916751917,0,1.2744527816729005,2.0040815521671096,3.7456861686523975,4.22547556437166,1.564015257504919,1.9729533201710798,3.583732633495539,2.2691735090739473,3.2070616437911292,3.5503705744407115,4.700212060664228,2.3797876260665394,2.7995382226001753,2.140435159408259,3.2834312043126572,3.155525891277754,1.7530979763708519,3.4508322895225145,2.998324296302895,3.7269937020600614,4.726293570854641,3.148299639750659,2.6284555799707334,2.9957644167327655,2.246987930264609,4.559948179995788,2.3069059289482463,2.0919931002109107,3.2590207441762167,2.748960269350886,3.3497300853126646,2.474788990624576,4.4466749560306065,1.8366185150484637,1.577716145899539,3.6003015592644805,4.76415170321834,3.4457454598148645,3.543864768690046,3.427571632757607,3.116538411835071,3.968100782321087
2.141686812723151,2.456022348745657,1.6552215119211269,1.8473531784906332,2.934353115662039,3.0037875756394294,4.1259704126435075,1.2744527816729005,0,1.5668556034297487,3.5595437227443942,4.9596145440281605,2.4681834788483323,2.4217613010661787,4.278711793332126,2.478887783279659,3.90692624933626,2.920821516928372,5.4523418584710965,2.4547003418214866,3.7210490752499363,2.532439945829145,4.009007026117793,3.2566166355987045,1.4369954280289694,4.045964832919217,3.5215196619938793,3.3190837949906333,5.586914836037963,4.082573671393589,1.5768904498092167,4.164604515374083,1.9898809066949568,5.312989164696917,2.663477738797254,1.6061440827689228,3.370678130958101,3.7733800034067544,3.989235206787961,1.461035179811156,5.278110670355049,0.9131470578042286,1.0741959024525627,3.896758220332379,5.513128124048477,4.293969769984753,3.08917391816857,4.144186827142724,3.9533284490942395,4.6389266953861865
2.833791893746552,1.9454137352158194,1.0943521672642376,2.0400433491436964,2.490233430131136,2.519495707415706,3.6205205068915918,2.0040815521671096,1.5668556034297487,0,2.9349706771012394,4.649139513866238,2.2499292507028446,1.6695884582683052,4.056671856197832,2.3139691959857065,3.207492394511768,2.999181497792294,4.9432719438480826,2.34784441627086,3.7426631367726078,2.2552257354813108,3.554627492052767,2.2665664326312727,1.3385822426646037,3.9289757154917675,3.0911424483527825,3.1864118020681014,5.198530550336203,3.554227227991467,2.3215865114693885,4.028656468645245,1.5195499691515915,4.908785334466154,1.7140879451964368,1.5614560619407778,2.851185826371588,3.3949791241917637,3.411883381822664,2.4225703004925117,4.995764379847746,2.167620367363847,0.7815958373328512,3.391759852270888,5.051747591846873,3.7189041132901335,2.4230932355619608,3.834387338590142,3.4833810856737775,4.362698022571603
3.7192658656516984,2.881809313611662,3.5617667344354857,3.8140415551704216,3.6438645538045265,2.0512980127508333,3.64866354318606,3.7456861686523975,3.5595437227443942,2.9349706771012394,0,4.282144981557632,4.041815522558488,2.8581046969571617,3.7287334677689183,2.4528698089866285,3.7921321393748393,5.5468595257937485,4.396420822780324,4.579270128019578,4.116093715720314,3.7484936483972118,2.9960726220079916,4.155454974639157,3.157535383635672,3.4251065204015854,2.4216607203511304,4.915865708472227,4.637819011054105,4.195719848371008,4.254297860453053,4.848159195959398,3.5783511412808444,4.355486984336945,2.9426381341413856,3.1586976848631103,1.170250804831339,4.391903272907089,3.037657566518094,4.306008395917918,4.839850603466257,4.310621148953761,2.7538149750213,1.8962267509763948,4.631101298946605,3.979332653897281,1.0105210931009192,4.161795123738714,3.4093237471045006,3.8089376493133886
4.0805873412545175,5.749115303763769,4.493482100146015,4.333011121090016,4.762408464445889,2.6385956897824867,2.073168811222329,4.22547556437166,4.9596145440281605,4.649139513866238,4.282144981557632,0,3.844668311519619,3.071698536382332,0.8201159494613397,2.847720992698363,1.9808190293093364,6.474777383203404,1.167145231034838,5.6327214663724545,2.2239895415993947,3.4900268383142006,1.6872130555900378,3.9178584384318498,4.356291907417294,1.7697877631530257,2.0901575242485504,6.580990289406434,1.0917695197403223,2.7507655818162053,5.57114515747791,3.0379009135210304,4.342295311483397,0.6888953706945458,3.603329779079441,4.0536498946002775,3.268724179064458,2.763169981072996,1.6867863381916386,5.626732913888668,0.775877259288671,5.406867582395895,4.525831556579211,2.7458051164448127,0.9392677538938151,1.9363219980071535,4.627550844106408,1.1664591685859425,1.6504440418720312,1.1621903238475904
2.5748852578633654,3.6750829435561725,2.3576045770473253,3.0336888280916843,2.3896491720792032,2.6041215032356955,2.4517639331431713,1.564015257504919,2.4681834788483323,2.2499292507028446,4.041815522558488,3.844668311519619,0,1.599724749910327,3.4266651698354242,2.619249987361777,2.4605987375080827,3.7801439491246933,4.250286057182256,1.993933907145999,2.448816424461758,1.571704074557595,2.9783675347730534,2.696016652791245,2.051336436973477,3.343321285904506,2.8343102059814065,3.7058572932829326,4.2128808848621135,2.044565815164166,3.5105697922138273,2.04492001071995,2.7386846429828884,4.021590689006017,2.139704209403459,2.70023799601293,3.469266901236496,1.5635780844366658,2.842366492337069,3.480331389358229,3.876322026012015,2.9365151201095503,2.3092730622160467,3.671786565180609,4.31040918175971,2.535863580014883,3.9485251864535367,2.9534178200819943,2.5383677681066854,3.727869055785842
